trait_BG,token_id,trait_Torso,trait_Color,trait_Power Unit,trait_Face,trait_Apex,trait_Right Sensor,trait_Quantum Core,trait_Sense Emulator,trait_Left Sensor,trait_Hands,trait_AUX,trait_Special Edition,rarity_score
Green Gradient,2398,Kouwei,Nova Blue,Kouwei,Centurion,Industrial Sensor,APS,Core,-1,Kouwei,-1,-1,-1,76.9416986299417
Grey Gradient,623,Leather Jacket,Pulsar White,Extended Range,VRT,Industrial Sensor,Core,Core,Inhaler,Infrared,-1,-1,-1,76.89078743538467
Green Gradient,2341,Wind Breaker,Snake,Kouwei,Recon,Centurion,-1,Centurion,Inhaler,Core,-1,-1,-1,76.85906345591106
Grey Day,4335,Leather Jacket,Nebula Red,Centurion,Recon,Industrial Sensor,-1,Centurion,Sticker,-1,-1,-1,-1,76.80883650688
Pink Gradient,5657,Leather Jacket,34 Tauri,Extended Range,Core,Ongo,-1,Core,Inhaler,-1,-1,-1,-1,76.80529567294052
Purple Gradient,2235,Leather Jacket,Nebula Red,Patrician,Ongo,Emoji,-1,Kouwei,Inhaler,Kouwei,-1,-1,-1,76.78810087035075
Grey Day,2647,Kouwei,34 Tauri,Kouwei,Centurion,Industrial Sensor,Core,Runtime Meter,Inhaler,Infrared,-1,-1,-1,76.7469747643289
Purple Gradient,4264,Kouwei,Echelon Grey,Patrician,VRT,Emoji,Core,Patrician,Kouwei,-1,-1,-1,-1,76.74138164272586
Pink Gradient,4713,Tracksuit,Pulsar White,Ongo,EMO-LED,-1,-1,Centurion,Kouwei,-1,-1,-1,-1,76.74109475616777
Purple Gradient,6430,Graphic Tee,34 Tauri,Patrician,Core,Industrial Sensor,-1,Core,Ongo,Kouwei,-1,-1,-1,76.70489737700899
Pink Gradient,2991,Puff Jacket,Echelon Grey,Centurion,Recon,Emoji,Core,Core,Inhaler,-1,-1,-1,-1,76.67929306224
Black Graphic,165,Leather Jacket,Grape,Extended Range,Centurion,Ongo,-1,Kouwei,Inhaler,-1,-1,-1,-1,76.67838847373464
Blue Gradient,90,Graphic Tee,Wrath,Centurion,EMO-LED,-1,Kouwei,Kouwei,Inhaler,Kouwei,-1,-1,-1,76.66466915573648
Blue Gradient,869,Wind Breaker,Grape,Centurion,Core,Emoji,-1,Ongo,Kouwei,Core,-1,-1,-1,76.6530518349266
Green Gradient,5287,Graphic Tee,Nebula Red,Patrician,Core,Industrial Sensor,Core,Ongo,Extended Release,-1,-1,-1,-1,76.64020804050429
Orange Gradient,2699,Core,Nebula Red,Core,Kouwei,Centurion,Core,Kouwei,Inhaler,-1,-1,-1,-1,76.63750122419961
Pink Gradient,6001,Tactical,Cotton Candy,Core,EMO-LED,-1,Core,Runtime Meter,Inhaler,Kouwei,-1,-1,-1,76.61602816281588
Black Graphic,5929,Kouwei,Titan,Kouwei,VRT,Emoji,Acoustic Array,Centurion,Inhaler,-1,-1,-1,-1,76.60517515265072
Green Gradient,2641,Leather Jacket,Snake,Patrician,Ongo,-1,-1,Core,Extended Release,APS,-1,-1,-1,76.60501842978938
Orange Gradient,7420,Tracksuit,Neptune,Centurion,VRT,Emoji,Core,Patrician,-1,Infrared,-1,-1,-1,76.59273987035455
Blue Gradient,2301,Kouwei,Nova Blue,Centurion,Centurion,Industrial Sensor,Rabbit,Core,Inhaler,-1,-1,-1,-1,76.54411870989209
Pink Gradient,1129,Graphic Tee,Cotton Candy,Small Cell,EMO-LED,-1,Core,Core,Inhaler,Core,-1,-1,-1,76.53504697583182
Purple Gradient,1328,Leather Jacket,Wrath,Centurion,Ongo,Ongo,-1,Patrician,Inhaler,-1,-1,-1,-1,76.52585923340378
Grey Day,7065,Graphic Tee,34 Tauri,Kouwei,EMO-LED,-1,APS,Core,Extended Release,-1,-1,-1,-1,76.51478710456618
Green Gradient,2090,Core,Grape,Kouwei,Kouwei,Industrial Sensor,Core,Core,Inhaler,Kouwei,-1,-1,-1,76.49988340562697
Purple Gradient,2920,Graphic Tee,34 Tauri,Patrician,VRT,Centurion,Core,Centurion,Offender,Core,-1,-1,-1,76.47801252082762
Grey Gradient,2623,Tracksuit,Titan,Core,Centurion,-1,Rabbit,Core,Kouwei,Core,-1,-1,-1,76.46917701766445
Black Graphic,3291,Leather Jacket,Pulsar White,Core,Recon,Emoji,-1,Kouwei,Kouwei,Core,-1,-1,-1,76.46586606943228
Grey Day,2505,Leather Jacket,Nova Blue,Kouwei,VRT,Industrial Sensor,Acoustic Array,Core,Inhaler,-1,-1,Bypass,-1,76.45207618368309
Green Gradient,3306,Kouwei,Wrath,Patrician,Centurion,Emoji,Core,Core,Inhaler,APS,-1,-1,-1,76.43556768080771
Blue Gradient,1185,Graphic Tee,Navy,Centurion,Kouwei,Industrial Sensor,Core,Core,Extended Release,Core,-1,-1,-1,76.4274912017533
Green Gradient,2560,Leather Jacket,Neptune,Extended Range,Core,Industrial Sensor,-1,Runtime Meter,-1,Kouwei,-1,-1,-1,76.42675662896822
Grey Day,6161,Wind Breaker,34 Tauri,Kouwei,EMO-LED,-1,APS,Core,-1,Kouwei,-1,-1,-1,76.42442056700949
Green Gradient,2457,Kouwei,Snake,Core,Centurion,Industrial Sensor,-1,Core,Sticker,Kouwei,-1,-1,-1,76.38491395732285
Pink Gradient,5134,Tactical,Echelon Grey,Kouwei,Recon,Centurion,-1,Kouwei,Kouwei,-1,-1,-1,-1,76.36533303637918
Grey Day,7328,Centurion,Neptune,Kouwei,Centurion,Centurion,-1,Core,Extended Release,Kouwei,-1,-1,-1,76.36404994224199
Pink Gradient,2850,Leather Jacket,Wrath,Patrician,VRT,Centurion,-1,Centurion,Sticker,Core,-1,-1,-1,76.35879564347599
Grey Gradient,5620,Leather Jacket,Snake,Kouwei,Field Agent,Centurion,-1,Runtime Meter,Offender,Core,-1,-1,-1,76.34243297274853
Green Gradient,3567,Graphic Tee,Titan,Core,Field Agent,Industrial Sensor,-1,Ongo,Extended Release,-1,-1,-1,-1,76.34073025043614
Purple Gradient,6197,Kimono,Pulsar White,Kouwei,VRT,Industrial Sensor,-1,Ongo,-1,-1,-1,-1,-1,76.3066068325744
Grey Day,3235,Core,Navy,Kouwei,Core,Industrial Sensor,-1,Core,Kouwei,Infrared,-1,-1,-1,76.28466402895695
Pink Gradient,5874,Graphic Tee,Titan,Kouwei,Recon,Industrial Sensor,Core,Kouwei,Offender,-1,-1,-1,-1,76.2806253596673
Orange Gradient,3148,Tracksuit,34 Tauri,Kouwei,VRT,Centurion,Core,Patrician,Ongo,-1,-1,-1,-1,76.2487177814862
Green Gradient,5642,Graphic Tee,Cotton Candy,Centurion,Centurion,Ongo,Acoustic Array,Core,-1,Core,-1,-1,-1,76.24564476224876
Pink Gradient,7251,Leather Jacket,Titan,Core,Recon,Industrial Sensor,-1,Core,Inhaler,Centurion,-1,-1,-1,76.23244832146649
Green Gradient,3633,Centurion,Navy,Core,EMO-LED,-1,Kouwei,Core,-1,Core,-1,-1,-1,76.21025232852169
Pink Gradient,467,Tracksuit,Nova Blue,Kouwei,Kouwei,Garsi,-1,Core,Offender,-1,-1,-1,-1,76.19237899266594
Purple Gradient,6088,Puff Jacket,Navy,Kouwei,Kouwei,Emoji,Core,Core,Inhaler,Core,-1,-1,-1,76.18274857198438
Orange Gradient,2601,Wind Breaker,Pulsar White,Centurion,Ongo,Centurion,Core,Kouwei,Inhaler,-1,-1,-1,-1,76.16244324247587
Grey Day,4779,Tracksuit,Nebula Red,Patrician,VRT,Ongo,-1,Core,Kouwei,Core,-1,-1,-1,76.12262408672159
Grey Day,2671,Wind Breaker,Echelon Grey,Patrician,Centurion,Ongo,-1,Kouwei,-1,Core,-1,-1,-1,76.11548172155177
Purple Gradient,1019,Tactical,Echelon Grey,Kouwei,Field Agent,Centurion,Core,Core,Inhaler,Core,-1,-1,-1,76.06802308036117
Purple Gradient,6561,Tactical,Nova Blue,Centurion,Centurion,Industrial Sensor,Core,Ongo,Inhaler,APS,-1,-1,-1,76.04651386801483
Black Graphic,1379,Tracksuit,Titan,Kouwei,Core,Industrial Sensor,APS,Kouwei,-1,-1,-1,-1,-1,76.00650436691359
Pink Gradient,734,Leather Jacket,Titan,Centurion,EMO-LED,-1,-1,Runtime Meter,Extended Release,APS,-1,-1,-1,76.00383276438046
Purple Gradient,1974,Tactical,Echelon Grey,Small Cell,VRT,Industrial Sensor,Core,Core,Inhaler,-1,-1,-1,-1,75.96754523747637
Pink Gradient,2074,Leather Jacket,Nova Blue,Small Cell,Field Agent,Industrial Sensor,-1,Core,Kouwei,-1,-1,-1,-1,75.96498541491509
Green Gradient,2743,Core,Neptune,Kouwei,Centurion,Centurion,-1,Core,Ongo,Core,-1,-1,-1,75.95972181363896
Pink Gradient,6711,Leather Jacket,Cotton Candy,Kouwei,Centurion,Industrial Sensor,APS,Core,Inhaler,Infrared,-1,-1,-1,75.95130047648551
Grey Gradient,5554,Graphic Tee,Snake,Kouwei,VRT,Garsi,Ongo,Core,Inhaler,Core,-1,-1,-1,75.94487243277531
Pink Gradient,5377,Puff Jacket,34 Tauri,Kouwei,EMO-LED,-1,Core,Ongo,Kouwei,Core,-1,-1,-1,75.93051598521855
Purple Gradient,5545,Leather Jacket,Echelon Grey,Kouwei,Kouwei,Emoji,Core,Core,Offender,Kouwei,-1,-1,-1,75.90523505844537
Grey Day,1028,Graphic Tee,Titan,Kouwei,Field Agent,Emoji,-1,Centurion,Extended Release,-1,-1,-1,-1,75.89765582391135
Purple Gradient,1223,Wind Breaker,Nova Blue,Centurion,Recon,Emoji,-1,Ongo,Inhaler,-1,-1,-1,-1,75.89069443043279
Grey Day,344,Leather Jacket,Grape,Kouwei,Core,Industrial Sensor,Acoustic Array,Core,Sticker,-1,-1,-1,-1,75.88199595675292
Purple Gradient,5731,Tracksuit,Pulsar White,Patrician,Centurion,Garsi,-1,Centurion,Inhaler,Core,-1,-1,-1,75.84617819899898
Grey Day,2819,Kimono,Navy,Kouwei,Centurion,Emoji,-1,Core,Inhaler,-1,-1,-1,-1,75.8353485295859
Pink Gradient,5627,Kouwei,Echelon Grey,Core,Kouwei,Industrial Sensor,Core,Kouwei,Kouwei,-1,-1,-1,-1,75.81518926591855
Grey Day,7110,Centurion,Titan,Core,Centurion,Industrial Sensor,Core,Core,Sticker,-1,-1,-1,-1,75.78344746625743
Pink Gradient,2604,Wind Breaker,Wrath,Centurion,Core,Industrial Sensor,Core,Ongo,Offender,-1,-1,-1,-1,75.77703691720731
Grey Day,5528,Wind Breaker,Grape,Kouwei,Ongo,Industrial Sensor,-1,Kouwei,Inhaler,Kouwei,-1,-1,-1,75.76177788930924
Pink Gradient,5206,BDVXP,Wrath,Core,Centurion,Industrial Sensor,Core,Runtime Meter,-1,-1,-1,-1,-1,75.74925181139893
Purple Gradient,5355,Graphic Tee,Snake,Centurion,Kouwei,Ongo,-1,Centurion,Kouwei,-1,-1,-1,-1,75.70619616204856
Pink Gradient,3204,Leather Jacket,Navy,Kouwei,Centurion,Industrial Sensor,Acoustic Array,Ongo,Ongo,-1,-1,-1,-1,75.67732325959
Orange Gradient,4864,Tactical,Navy,Kouwei,Core,Emoji,Core,Core,-1,Infrared,-1,-1,-1,75.66460959886878
Black Graphic,2533,Puff Jacket,Neptune,Patrician,Kouwei,Industrial Sensor,-1,Runtime Meter,Inhaler,-1,-1,-1,-1,75.65758433179057
Purple Gradient,4430,Tracksuit,Pulsar White,Core,VRT,-1,Acoustic Array,Core,Offender,Kouwei,-1,-1,-1,75.6508779466306
Pink Gradient,69,Leather Jacket,Pulsar White,Core,Centurion,Centurion,Acoustic Array,Patrician,Offender,-1,-1,-1,-1,75.65062813616704
Black Graphic,3070,Leather Jacket,Snake,Kouwei,Core,Centurion,Kouwei,Core,Inhaler,APS,-1,-1,-1,75.63850924873795
Purple Gradient,7477,Tracksuit,Pulsar White,Kouwei,VRT,Emoji,-1,Ongo,Kouwei,Infrared,-1,-1,-1,75.638446781664
Black Graphic,1094,Puff Jacket,Echelon Grey,Centurion,VRT,Emoji,-1,Centurion,Extended Release,-1,-1,-1,-1,75.56151718993921
Grey Gradient,6649,Tracksuit,Nebula Red,Core,Kouwei,Industrial Sensor,Core,Core,-1,Centurion,-1,-1,-1,75.55468210909412
Purple Gradient,6341,Tracksuit,Echelon Grey,Centurion,Core,Emoji,Acoustic Array,Core,Kouwei,-1,-1,-1,-1,75.53060444920315
Pink Gradient,2603,Tracksuit,Nebula Red,Centurion,Core,Emoji,Kouwei,Core,Kouwei,-1,-1,-1,-1,75.49406321733994
Green Gradient,6185,Leather Jacket,Echelon Grey,Core,EMO-LED,-1,Ongo,Kouwei,Offender,-1,-1,-1,-1,75.49102209442158
Grey Gradient,5059,Tracksuit,34 Tauri,Centurion,Core,Industrial Sensor,Core,Centurion,Extended Release,-1,-1,-1,-1,75.47432443414931
Orange Gradient,636,Graphic Tee,Grape,Extended Range,Centurion,Centurion,-1,Runtime Meter,Inhaler,Core,-1,-1,-1,75.45191619285522
Green Gradient,4327,Leather Jacket,Nova Blue,Kouwei,Kouwei,Strobe,-1,Centurion,Inhaler,-1,-1,-1,-1,75.44751513010607
Blue Gradient,1467,Leather Jacket,Titan,Kouwei,Core,Emoji,Core,Kouwei,Ongo,-1,-1,-1,-1,75.42556454717503
Grey Gradient,7266,Leather Jacket,Wrath,Kouwei,EMO-LED,-1,-1,Runtime Meter,Kouwei,Ongo,-1,-1,-1,75.40659916787077
Black Graphic,362,Graphic Tee,Echelon Grey,Patrician,Centurion,Emoji,-1,Kouwei,Extended Release,Core,-1,-1,-1,75.38370268060626
Green Gradient,5158,Leather Jacket,Echelon Grey,Kouwei,Echelon-3,-1,-1,Patrician,Inhaler,-1,-1,-1,-1,75.3772385597523
Purple Gradient,4715,Graphic Tee,Nova Blue,Patrician,Ongo,Industrial Sensor,-1,Ongo,Inhaler,Core,-1,-1,-1,75.3719269181837
Pink Gradient,4016,Graphic Tee,Pulsar White,Core,VRT,Garsi,Core,Core,Inhaler,Infrared,-1,-1,-1,75.35670741142283
Pink Gradient,6044,Wind Breaker,Nebula Red,Centurion,Ongo,Industrial Sensor,-1,Runtime Meter,Inhaler,Core,-1,-1,-1,75.35384676170817
Orange Gradient,4630,Tactical,Titan,Core,Centurion,Centurion,Acoustic Array,Patrician,-1,-1,-1,-1,-1,75.34700872408257
Pink Gradient,6564,Leather Jacket,Cotton Candy,Centurion,EMO-LED,-1,Kouwei,Core,Ongo,-1,-1,-1,-1,75.34584699159586
Blue Gradient,6104,Tactical,Navy,Core,VRT,Industrial Sensor,Core,Patrician,Inhaler,Kouwei,-1,-1,-1,75.33987137062381
Grey Day,2520,Leather Jacket,Pulsar White,Extended Range,Ongo,Emoji,Core,Core,-1,-1,-1,-1,-1,75.3285668380053
Black Graphic,509,Puff Jacket,Navy,Kouwei,Field Agent,Industrial Sensor,Core,Core,Inhaler,Core,-1,-1,-1,75.32633927972935
Pink Gradient,37,Tactical,Pulsar White,Patrician,Recon,-1,-1,Core,Inhaler,Kouwei,-1,-1,-1,75.28311707053237
Pink Gradient,6937,Leather Jacket,Navy,Kouwei,Ongo,Industrial Sensor,Kouwei,Core,Inhaler,Core,-1,-1,-1,75.26932538853832
Blue Gradient,5385,Leather Jacket,Wrath,Centurion,Core,-1,Acoustic Array,Centurion,Kouwei,Kouwei,-1,-1,-1,75.26370107313764
Blue Gradient,7534,Wind Breaker,Pulsar White,Core,Core,Garsi,Core,Core,Kouwei,-1,-1,-1,-1,75.249551381603
Blue Gradient,5007,Core,Wrath,Kouwei,Field Agent,Emoji,-1,Runtime Meter,Inhaler,-1,-1,-1,-1,75.2411954787405
Grey Day,1646,Kouwei,Echelon Grey,Core,VRT,Industrial Sensor,Acoustic Array,Core,Inhaler,Core,-1,-1,-1,75.23268884100709
Orange Gradient,5106,Graphic Tee,Snake,Centurion,VRT,Industrial Sensor,-1,Ongo,Extended Release,APS,-1,-1,-1,75.22351965236922
Pink Gradient,5254,Kouwei,Pulsar White,Centurion,Centurion,Industrial Sensor,Ongo,Core,Inhaler,Core,-1,-1,-1,75.20831012350335
Grey Gradient,2839,Kouwei,Navy,Patrician,Centurion,Industrial Sensor,Ongo,Core,-1,Core,-1,-1,-1,75.20022635662097
Pink Gradient,4762,Core,Echelon Grey,EMP Shields,EMO-LED,-1,-1,Core,-1,Core,-1,-1,-1,75.19198278461607
Green Gradient,643,Leather Jacket,Echelon Grey,Core,EMO-LED,-1,Kouwei,Core,-1,Centurion,-1,-1,-1,75.17473564483166
Orange Gradient,6517,Tracksuit,Nebula Red,Kouwei,EMO-LED,-1,Core,Patrician,Inhaler,Infrared,-1,-1,-1,75.16302979206309
Orange Gradient,1257,Graphic Tee,Echelon Grey,Kouwei,VRT,Industrial Sensor,Core,Runtime Meter,Ongo,Core,-1,-1,-1,75.13409428000605
Green Gradient,2395,Leather Jacket,Navy,Centurion,Core,Garsi,Core,Core,Kouwei,Core,-1,-1,-1,75.10358282386059
Green Gradient,76,Graphic Tee,Wrath,Centurion,Centurion,Centurion,-1,Patrician,Extended Release,Kouwei,-1,-1,-1,75.08653056879969
Grey Gradient,4531,Leather Jacket,Nebula Red,Kouwei,Ongo,Emoji,Core,Core,Sticker,-1,-1,-1,-1,75.07766002282213
Black Graphic,168,Graphic Tee,Pulsar White,Core,VRT,Garsi,Core,Runtime Meter,Inhaler,Core,-1,-1,-1,75.06437574582338
Grey Gradient,4081,Puff Jacket,34 Tauri,Centurion,VRT,Industrial Sensor,-1,Kouwei,Kouwei,APS,-1,-1,-1,75.05620443053805
Purple Gradient,4740,Centurion,Navy,Core,Centurion,Centurion,-1,Runtime Meter,-1,Infrared,-1,-1,-1,75.02480955370304
Grey Gradient,3082,Graphic Tee,Pulsar White,Core,VRT,Garsi,Core,Ongo,Inhaler,Core,-1,-1,-1,74.97591878132113
Grey Day,2964,Leather Jacket,Nova Blue,Core,Recon,Industrial Sensor,Core,Core,Kouwei,Kouwei,-1,-1,-1,74.94027560291038
Pink Gradient,916,Wind Breaker,Grape,Centurion,Ongo,Emoji,-1,Core,Offender,-1,-1,-1,-1,74.93100197277268
Grey Day,1702,Tracksuit,Echelon Grey,Centurion,Recon,Industrial Sensor,Core,Core,Inhaler,Core,-1,-1,-1,74.92857397654026
Purple Gradient,1774,Wind Breaker,Echelon Grey,Core,Core,Centurion,-1,Runtime Meter,Kouwei,Core,-1,-1,-1,74.92831936394576
Purple Gradient,4776,Wind Breaker,Titan,Centurion,Centurion,Industrial Sensor,Ongo,Centurion,-1,Core,-1,-1,-1,74.92360597271038
Black Graphic,2020,Core,Navy,Patrician,Ongo,Centurion,-1,Core,Inhaler,-1,-1,-1,-1,74.91493214324453
Grey Day,4121,Leather Jacket,Snake,Kouwei,Patrician,Industrial Sensor,-1,Kouwei,-1,-1,-1,-1,-1,74.91353269911396
Purple Gradient,2373,Puff Jacket,Pulsar White,Core,Centurion,Centurion,Kouwei,Core,Kouwei,-1,-1,-1,-1,74.87708022007493
Grey Day,686,Core,Neptune,Patrician,VRT,Industrial Sensor,Core,Core,Kouwei,Core,-1,-1,-1,74.87500317399162
Grey Gradient,6054,Puff Jacket,Nova Blue,Centurion,EMO-LED,-1,-1,Core,Inhaler,Centurion,-1,-1,-1,74.83247469168361
Blue Gradient,2349,Tactical,Nebula Red,Kouwei,Recon,Industrial Sensor,Core,Kouwei,Inhaler,-1,-1,-1,-1,74.82016245186206
Black Graphic,7681,Leather Jacket,Wrath,Patrician,Core,Centurion,Core,Kouwei,Inhaler,Kouwei,-1,-1,-1,74.8130535247154
Grey Day,941,Leather Jacket,Wrath,Patrician,Field Agent,Centurion,Core,Centurion,Kouwei,-1,-1,-1,-1,74.80726131445691
Black Graphic,6877,Tracksuit,Navy,Core,Recon,Emoji,Core,Core,Kouwei,-1,-1,-1,-1,74.80294544502586
Blue Gradient,5034,Leather Jacket,Cotton Candy,Kouwei,VRT,Industrial Sensor,Ongo,Patrician,Offender,-1,-1,-1,-1,74.78962679926099
Grey Day,6296,Core,Nova Blue,Kouwei,Centurion,Centurion,Core,Core,Inhaler,Infrared,-1,-1,-1,74.78326404986294
Grey Gradient,5369,Graphic Tee,34 Tauri,Kouwei,Field Agent,Centurion,Core,Core,Ongo,-1,-1,-1,-1,74.77700718760423
Black Graphic,2766,Wind Breaker,Nebula Red,Kouwei,Centurion,Ongo,Core,Core,Kouwei,Core,-1,-1,-1,74.75124025697527
Green Gradient,1209,Kouwei,Pulsar White,Core,Centurion,Industrial Sensor,Core,Centurion,Inhaler,APS,-1,-1,-1,74.74251332921442
Pink Gradient,765,Core,Nebula Red,Kouwei,Core,Centurion,-1,Runtime Meter,-1,APS,-1,-1,-1,74.7031549906627
Orange Gradient,3228,Leather Jacket,Snake,Centurion,Centurion,Centurion,Core,Runtime Meter,Extended Release,Core,-1,-1,-1,74.7016689672369
Blue Gradient,3114,Tactical,Nebula Red,Centurion,VRT,Industrial Sensor,Core,Kouwei,Inhaler,APS,-1,-1,-1,74.66876762716139
Green Gradient,7642,Leather Jacket,Pulsar White,Centurion,Field Agent,Emoji,-1,Patrician,-1,APS,-1,-1,-1,74.65510632679504
Grey Gradient,3371,Centurion,Nova Blue,Kouwei,Core,Industrial Sensor,-1,Runtime Meter,Offender,-1,-1,-1,-1,74.65317767685595
Green Gradient,2972,Puff Jacket,34 Tauri,Core,Centurion,Industrial Sensor,-1,Core,Inhaler,-1,-1,Bypass,-1,74.54748617393092
Grey Day,3337,Graphic Tee,Navy,Core,Field Agent,Emoji,Core,Core,Kouwei,Core,-1,-1,-1,74.53088152934153
Black Graphic,5490,Puff Jacket,Snake,Patrician,VRT,Industrial Sensor,Kouwei,Core,Inhaler,-1,-1,-1,-1,74.51016005583807
Orange Gradient,1127,Graphic Tee,Echelon Grey,Core,Core,Ongo,Core,Kouwei,Inhaler,-1,-1,-1,-1,74.46055236690457
Grey Gradient,2122,Tracksuit,Echelon Grey,Core,VRT,Garsi,Core,Core,Inhaler,Kouwei,-1,-1,-1,74.45188944305241
Purple Gradient,7721,Leather Jacket,34 Tauri,Centurion,VRT,Industrial Sensor,APS,Runtime Meter,Kouwei,-1,-1,-1,-1,74.44775658804046
Green Gradient,1927,Leather Jacket,Neptune,Kouwei,Recon,Industrial Sensor,Core,Core,Ongo,-1,-1,-1,-1,74.43798374253632
Green Gradient,274,Tracksuit,Nebula Red,Kouwei,Centurion,Emoji,-1,Core,Ongo,APS,-1,-1,-1,74.43088842056751
Green Gradient,4906,Tracksuit,Pulsar White,Kouwei,Centurion,Ongo,-1,Centurion,Offender,-1,-1,-1,-1,74.41355155857109
Blue Gradient,6507,Graphic Tee,34 Tauri,Core,Field Agent,-1,Rabbit,Core,Inhaler,-1,-1,-1,-1,74.38907437895453
Black Graphic,31,Graphic Tee,Titan,Kouwei,Centurion,Centurion,Kouwei,Ongo,-1,Kouwei,-1,-1,-1,74.33576149358504
Blue Gradient,1377,Leather Jacket,Echelon Grey,Centurion,Centurion,Emoji,Kouwei,Core,Kouwei,Kouwei,-1,-1,-1,74.32033671429203
Pink Gradient,5511,BDVXP,Grape,Core,VRT,Industrial Sensor,Core,Core,Inhaler,-1,-1,-1,-1,74.30705527103724
Grey Gradient,3361,Kouwei,Snake,Core,Field Agent,Ongo,-1,Core,-1,-1,-1,-1,-1,74.2929316034716
Grey Day,3257,Graphic Tee,Neptune,Kouwei,Centurion,Garsi,-1,Kouwei,Inhaler,Infrared,-1,-1,-1,74.27393903550613
Grey Gradient,5759,Centurion,Wrath,Core,VRT,-1,Acoustic Array,Core,Kouwei,Core,-1,-1,-1,74.24487240859791
Grey Day,2329,Leather Jacket,Titan,Kouwei,Centurion,Industrial Sensor,-1,Kouwei,Offender,Centurion,-1,-1,-1,74.23226771986165
Green Gradient,3830,Leather Jacket,Nebula Red,Centurion,EMO-LED,-1,APS,Centurion,Kouwei,-1,-1,-1,-1,74.21345671491768
Grey Gradient,7436,Graphic Tee,Titan,Kouwei,EMO-LED,-1,APS,Patrician,Inhaler,-1,-1,-1,-1,74.20822619749737
Grey Day,2150,Tracksuit,Cotton Candy,EMP Shields,VRT,Industrial Sensor,-1,Patrician,Inhaler,-1,-1,-1,-1,74.10602842373397
Orange Gradient,322,Core,Wrath,Kouwei,VRT,Centurion,Acoustic Array,Core,Kouwei,-1,-1,-1,-1,74.09443503154078
Black Graphic,2397,Tactical,Navy,Kouwei,EMO-LED,-1,-1,Core,Extended Release,Kouwei,-1,-1,-1,74.08121741670423
Grey Gradient,5781,Graphic Tee,Echelon Grey,Kouwei,Ongo,Industrial Sensor,Core,Centurion,Inhaler,Kouwei,-1,-1,-1,74.01571582858477
Green Gradient,187,Graphic Tee,34 Tauri,Kouwei,VRT,Industrial Sensor,Centurion,Core,Inhaler,-1,-1,-1,-1,73.98297031968893
Black Graphic,6817,Graphic Tee,Pulsar White,Kouwei,Centurion,-1,Core,Core,Sticker,Centurion,-1,-1,-1,73.97668715168223
Grey Gradient,5308,Leather Jacket,Cotton Candy,Patrician,Centurion,Industrial Sensor,Ongo,Core,-1,Infrared,-1,-1,-1,73.96156337307242
Green Gradient,5468,Leather Jacket,Echelon Grey,Centurion,Centurion,Industrial Sensor,-1,Centurion,Ongo,APS,-1,-1,-1,73.86463155920075
Grey Gradient,2659,Leather Jacket,Nebula Red,Kouwei,Ongo,-1,Ongo,Core,Extended Release,-1,-1,-1,-1,73.85605306114397
Orange Gradient,7728,Leather Jacket,Titan,Centurion,Centurion,Garsi,Acoustic Array,Core,Kouwei,-1,-1,-1,-1,73.84047505209634
Orange Gradient,3262,Wind Breaker,Snake,Centurion,VRT,Industrial Sensor,-1,Patrician,Sticker,-1,-1,-1,-1,73.78248892058686
Green Gradient,3033,Core,34 Tauri,Kouwei,VRT,Emoji,Core,Core,Extended Release,-1,-1,-1,-1,73.7653560683356
Green Gradient,5949,Tactical,Titan,Core,Recon,Centurion,-1,Centurion,-1,-1,-1,-1,-1,73.76309323192993
Orange Gradient,3020,Puff Jacket,Echelon Grey,Centurion,EMO-LED,-1,-1,Runtime Meter,Inhaler,Kouwei,-1,-1,-1,73.74742512692403
Blue Gradient,7495,Leather Jacket,Grape,Kouwei,Kouwei,Industrial Sensor,-1,Core,Inhaler,Ongo,-1,-1,-1,73.71425892044374
Pink Gradient,1038,Tactical,Navy,Centurion,Ongo,-1,-1,Kouwei,-1,APS,-1,-1,-1,73.64475814364543
Blue Gradient,1343,Tracksuit,Titan,Patrician,EMO-LED,-1,Core,Centurion,Inhaler,Core,-1,-1,-1,73.61585542456847
Green Gradient,1904,Leather Jacket,Wrath,Patrician,VRT,Strobe,-1,Core,Inhaler,Core,-1,-1,-1,73.60861748660125
Orange Gradient,3239,Tracksuit,Nova Blue,Kouwei,Kouwei,Centurion,-1,Core,Ongo,-1,-1,-1,-1,73.60661054411517
Purple Gradient,1915,Graphic Tee,Navy,Core,Centurion,Industrial Sensor,Core,Ongo,Offender,Kouwei,-1,-1,-1,73.59374315209449
Black Graphic,1220,Graphic Tee,Grape,Kouwei,Ongo,-1,Acoustic Array,Core,Inhaler,Kouwei,-1,-1,-1,73.59063324646547
Black Graphic,1892,Leather Jacket,Wrath,Patrician,Centurion,Industrial Sensor,-1,Core,Inhaler,Core,-1,Bypass,-1,73.57326260935247
Black Graphic,4122,Leather Jacket,Snake,Kouwei,EMO-LED,-1,Core,Kouwei,Inhaler,-1,-1,Bypass,-1,73.5718893617224
Blue Gradient,6966,Leather Jacket,Pulsar White,Patrician,Centurion,Centurion,APS,Core,Kouwei,-1,-1,-1,-1,73.55998990952388
Pink Gradient,629,Graphic Tee,Navy,Kouwei,Centurion,Ongo,-1,Kouwei,Kouwei,Kouwei,-1,-1,-1,73.5462390127974
Blue Gradient,5270,Core,Wrath,Core,Centurion,-1,Core,Core,Offender,APS,-1,-1,-1,73.49757842019234
